,iso2,year,sex,age,cases
2435,BG,2008,f,0 - 4,1
2436,BH,2008,f,0 - 4,0
2437,BN,2008,f,0 - 4,0
2438,BR,2008,f,0 - 4,69
2439,BS,2008,f,0 - 4,0
2440,BW,2008,f,0 - 4,5
2441,BZ,2008,f,0 - 4,0
2442,CA,2008,f,0 - 4,0
2443,CH,2005,f,0 - 4,0
2444,CH,2006,f,0 - 4,0
2445,CH,2007,f,0 - 4,0
2446,CH,2008,f,0 - 4,0
2447,CM,2008,f,0 - 4,0
2448,CY,2005,f,0 - 4,0
2449,CY,2006,f,0 - 4,0
2450,CY,2007,f,0 - 4,0
2451,CY,2008,f,0 - 4,0
2452,CZ,2005,f,0 - 4,0
2453,CZ,2006,f,0 - 4,0
2454,CZ,2007,f,0 - 4,0
2455,CZ,2008,f,0 - 4,0
2456,DE,2005,f,0 - 4,3
2457,DE,2006,f,0 - 4,2
2458,DE,2007,f,0 - 4,0
2459,DE,2008,f,0 - 4,1
2460,DK,2005,f,0 - 4,0
2461,DK,2006,f,0 - 4,0
2462,DK,2007,f,0 - 4,1
2463,DK,2008,f,0 - 4,0
2464,DM,2008,f,0 - 4,0
2465,DO,2008,f,0 - 4,4
2466,EE,2005,f,0 - 4,0
2467,EE,2006,f,0 - 4,0
2468,EE,2007,f,0 - 4,0
2469,EE,2008,f,0 - 4,0
2470,EG,2008,f,0 - 4,0
2471,ES,2005,f,0 - 4,6
2472,ES,2006,f,0 - 4,8
2473,ES,2007,f,0 - 4,8
2474,ES,2008,f,0 - 4,3
2475,FI,2005,f,0 - 4,0
2476,FI,2006,f,0 - 4,0
2477,FI,2007,f,0 - 4,0
2478,FI,2008,f,0 - 4,0
2479,FM,2008,f,0 - 4,1
2480,FR,2005,f,0 - 4,5
2481,FR,2006,f,0 - 4,4
2482,FR,2007,f,0 - 4,6
2483,FR,2008,f,0 - 4,1
2484,GB,2005,f,0 - 4,0
2485,GB,2006,f,0 - 4,2
2486,GB,2007,f,0 - 4,1
2487,GB,2008,f,0 - 4,4
2488,GE,2006,f,0 - 4,0
2489,GE,2007,f,0 - 4,2
2490,GE,2008,f,0 - 4,25
2491,GM,2008,f,0 - 4,1
2492,GR,2005,f,0 - 4,0
2493,GR,2006,f,0 - 4,0
2494,GR,2007,f,0 - 4,0
2495,GR,2008,f,0 - 4,0
2496,GT,2008,f,0 - 4,0
2497,GU,2008,f,0 - 4,0
2498,GY,2008,f,0 - 4,0
2499,HK,2008,f,0 - 4,0
2500,HN,2008,f,0 - 4,0
2501,HR,2005,f,0 - 4,0
2502,HR,2006,f,0 - 4,1
2503,HR,2008,f,0 - 4,0
2504,HT,2008,f,0 - 4,19
2505,HU,2005,f,0 - 4,0
2506,HU,2006,f,0 - 4,0
2507,HU,2007,f,0 - 4,1
2508,HU,2008,f,0 - 4,0
2509,ID,2008,f,0 - 4,120
2510,IE,2005,f,0 - 4,0
2511,IE,2006,f,0 - 4,0
2512,IE,2007,f,0 - 4,0
2513,IE,2008,f,0 - 4,0
2514,IL,2005,f,0 - 4,1
2515,IL,2006,f,0 - 4,0
2516,IL,2007,f,0 - 4,0
2517,IL,2008,f,0 - 4,1
2518,IQ,2008,f,0 - 4,1
2519,IR,2008,f,0 - 4,2
2520,IS,2005,f,0 - 4,0
2521,IS,2006,f,0 - 4,0
2522,IS,2007,f,0 - 4,0
2523,IS,2008,f,0 - 4,0
2524,IT,2005,f,0 - 4,0
2525,IT,2006,f,0 - 4,3
2526,IT,2007,f,0 - 4,0
2527,IT,2008,f,0 - 4,3
2528,JM,2008,f,0 - 4,0
2529,JO,2008,f,0 - 4,0
2530,JP,2008,f,0 - 4,0
2531,KE,2008,f,0 - 4,40
2532,KG,2005,f,0 - 4,0
2533,KI,2008,f,0 - 4,0
2534,KM,2008,f,0 - 4,0
2535,KN,2008,f,0 - 4,0
2536,KP,2008,f,0 - 4,7
2537,KR,2008,f,0 - 4,1
2538,KW,2008,f,0 - 4,0
2539,KZ,2005,f,0 - 4,1
2540,KZ,2007,f,0 - 4,0
2541,KZ,2008,f,0 - 4,1
2542,LB,2008,f,0 - 4,0
2543,LC,2008,f,0 - 4,0
2544,LR,2008,f,0 - 4,1
2545,LS,2008,f,0 - 4,1
2546,LT,2005,f,0 - 4,0
2547,LT,2006,f,0 - 4,0
2548,LT,2007,f,0 - 4,0
2549,LT,2008,f,0 - 4,0
2550,LU,2005,f,0 - 4,0
2551,LU,2006,f,0 - 4,0
2552,LU,2007,f,0 - 4,0
2553,LU,2008,f,0 - 4,0
2554,LV,2005,f,0 - 4,0
2555,LV,2006,f,0 - 4,0
2556,LV,2008,f,0 - 4,0
2557,LY,2008,f,0 - 4,0
2558,MA,2008,f,0 - 4,4
2559,MD,2005,f,0 - 4,0
2560,MD,2007,f,0 - 4,0
2561,MD,2008,f,0 - 4,2
2562,ME,2005,f,0 - 4,0
2563,ME,2007,f,0 - 4,0
2564,ME,2008,f,0 - 4,0
2565,MG,2008,f,0 - 4,19
2566,MH,2008,f,0 - 4,0
2567,MK,2005,f,0 - 4,1
2568,MK,2006,f,0 - 4,0
2569,MK,2007,f,0 - 4,0
2570,MK,2008,f,0 - 4,0
2571,ML,2008,f,0 - 4,3
2572,MO,2008,f,0 - 4,0
2573,MP,2008,f,0 - 4,0
2574,MT,2005,f,0 - 4,0
2575,MT,2006,f,0 - 4,0
2576,MT,2007,f,0 - 4,0
2577,MT,2008,f,0 - 4,0
2578,MU,2008,f,0 - 4,0
2579,MX,2008,f,0 - 4,30
2580,MY,2008,f,0 - 4,66
2581,NC,2008,f,0 - 4,0
2582,NL,2005,f,0 - 4,0
2583,NL,2006,f,0 - 4,0
2584,NL,2007,f,0 - 4,0
2585,NL,2008,f,0 - 4,0
2586,NO,2005,f,0 - 4,0
2587,NO,2006,f,0 - 4,0
2588,NO,2008,f,0 - 4,0
2589,NR,2008,f,0 - 4,0
2590,NZ,2008,f,0 - 4,1
2591,OM,2008,f,0 - 4,0
2592,PE,2008,f,0 - 4,5
2593,PF,2008,f,0 - 4,0
2594,PL,2005,f,0 - 4,0
2595,PL,2006,f,0 - 4,0
2596,PL,2007,f,0 - 4,0
2597,PL,2008,f,0 - 4,0
2598,PR,2008,f,0 - 4,0
2599,PS,2008,f,0 - 4,0
2600,PT,2005,f,0 - 4,3
2601,PT,2006,f,0 - 4,1
2602,PT,2007,f,0 - 4,0
2603,PT,2008,f,0 - 4,0
2604,PY,2008,f,0 - 4,1
2605,QA,2008,f,0 - 4,0
2606,RO,2005,f,0 - 4,8
2607,RO,2006,f,0 - 4,12
2608,RO,2008,f,0 - 4,5
2609,RS,2005,f,0 - 4,0
2610,RS,2006,f,0 - 4,0
2611,RS,2007,f,0 - 4,0
2612,RS,2008,f,0 - 4,0
2613,RU,2008,f,0 - 4,0
2614,SB,2008,f,0 - 4,0
2615,SC,2008,f,0 - 4,0
2616,SD,2008,f,0 - 4,41
2617,SE,2005,f,0 - 4,0
2618,SE,2006,f,0 - 4,0
2619,SE,2007,f,0 - 4,0
2620,SE,2008,f,0 - 4,0
2621,SG,2008,f,0 - 4,0
2622,SI,2005,f,0 - 4,0
2623,SI,2006,f,0 - 4,0
2624,SI,2007,f,0 - 4,0
2625,SI,2008,f,0 - 4,0
2626,SK,2005,f,0 - 4,0
2627,SK,2006,f,0 - 4,0
2628,SK,2007,f,0 - 4,0
2629,SK,2008,f,0 - 4,1
2630,SN,2008,f,0 - 4,1
2631,SV,2008,f,0 - 4,0
2632,SZ,2008,f,0 - 4,2
2633,TJ,2005,f,0 - 4,0
2634,TJ,2008,f,0 - 4,0
2635,TM,2005,f,0 - 4,1
2636,TM,2007,f,0 - 4,0
2637,TO,2008,f,0 - 4,0
2638,TR,2005,f,0 - 4,2
2639,TR,2006,f,0 - 4,4
2640,TR,2007,f,0 - 4,2
2641,TR,2008,f,0 - 4,5
2642,TT,2008,f,0 - 4,1
2643,TV,2008,f,0 - 4,0
2644,UA,2007,f,0 - 4,0
2645,UG,2008,f,0 - 4,0
2646,US,2008,f,0 - 4,4
2647,UY,2008,f,0 - 4,0
2648,UZ,2007,f,0 - 4,1
2649,VE,2008,f,0 - 4,0
2650,ZA,2008,f,0 - 4,298
2651,AD,2005,f,5 - 14,0
2652,AD,2006,f,5 - 14,0
2653,AD,2008,f,5 - 14,0
2654,AE,2008,f,5 - 14,0
2655,AL,2005,f,5 - 14,0
2656,AL,2006,f,5 - 14,2
2657,AL,2007,f,5 - 14,2
2658,AM,2005,f,5 - 14,3
2659,AM,2006,f,5 - 14,3
2660,AM,2007,f,5 - 14,2
2661,AM,2008,f,5 - 14,4
2662,AR,2008,f,5 - 14,61
2663,AT,2005,f,5 - 14,0
2664,AT,2006,f,5 - 14,1
2665,AZ,2005,f,5 - 14,88
2666,AZ,2006,f,5 - 14,2
2667,BA,2005,f,5 - 14,2
2668,BA,2006,f,5 - 14,0
2669,BA,2007,f,5 - 14,0
2670,BA,2008,f,5 - 14,3
2671,BB,2008,f,5 - 14,0
2672,BE,2005,f,5 - 14,1
2673,BE,2006,f,5 - 14,3
2674,BE,2008,f,5 - 14,1
2675,BG,2005,f,5 - 14,9
2676,BG,2008,f,5 - 14,0
2677,BH,2008,f,5 - 14,0
2678,BN,2008,f,5 - 14,1
2679,BR,2008,f,5 - 14,287
2680,BS,2008,f,5 - 14,0
2681,BW,2008,f,5 - 14,37
2682,BZ,2008,f,5 - 14,0
2683,CA,2008,f,5 - 14,3
2684,CH,2005,f,5 - 14,0
2685,CH,2006,f,5 - 14,1
2686,CH,2007,f,5 - 14,1
2687,CH,2008,f,5 - 14,1
2688,CM,2008,f,5 - 14,0
2689,CY,2005,f,5 - 14,0
2690,CY,2006,f,5 - 14,0
2691,CY,2007,f,5 - 14,0
2692,CY,2008,f,5 - 14,0
2693,CZ,2005,f,5 - 14,0
2694,CZ,2006,f,5 - 14,0
2695,CZ,2007,f,5 - 14,0
2696,CZ,2008,f,5 - 14,0
2697,DE,2005,f,5 - 14,1
2698,DE,2006,f,5 - 14,5
2699,DE,2007,f,5 - 14,4
2700,DE,2008,f,5 - 14,5
2701,DK,2005,f,5 - 14,2
2702,DK,2006,f,5 - 14,1
2703,DK,2007,f,5 - 14,0
2704,DK,2008,f,5 - 14,2
2705,DM,2008,f,5 - 14,0
2706,DO,2008,f,5 - 14,30
2707,EE,2005,f,5 - 14,0
2708,EE,2006,f,5 - 14,0
2709,EE,2007,f,5 - 14,0
2710,EE,2008,f,5 - 14,0
2711,EG,2008,f,5 - 14,7
2712,ES,2005,f,5 - 14,4
2713,ES,2006,f,5 - 14,9
2714,ES,2007,f,5 - 14,4
2715,ES,2008,f,5 - 14,10
2716,FI,2005,f,5 - 14,0
2717,FI,2006,f,5 - 14,0
2718,FI,2007,f,5 - 14,0
2719,FI,2008,f,5 - 14,0
2720,FM,2008,f,5 - 14,0
2721,FR,2005,f,5 - 14,11
2722,FR,2006,f,5 - 14,11
2723,FR,2007,f,5 - 14,14
2724,FR,2008,f,5 - 14,7
2725,GB,2005,f,5 - 14,14
2726,GB,2006,f,5 - 14,20
2727,GB,2007,f,5 - 14,19
2728,GB,2008,f,5 - 14,12
2729,GE,2006,f,5 - 14,5
2730,GE,2007,f,5 - 14,4
2731,GE,2008,f,5 - 14,83
2732,GM,2008,f,5 - 14,8
2733,GR,2005,f,5 - 14,0
2734,GR,2006,f,5 - 14,0
2735,GR,2007,f,5 - 14,0
2736,GR,2008,f,5 - 14,0
2737,GT,2008,f,5 - 14,22
2738,GU,2008,f,5 - 14,0
2739,GY,2008,f,5 - 14,4
2740,HK,2008,f,5 - 14,8
2741,HN,2008,f,5 - 14,26
2742,HR,2005,f,5 - 14,1
2743,HR,2006,f,5 - 14,1
2744,HR,2008,f,5 - 14,1
2745,HT,2008,f,5 - 14,135
2746,HU,2005,f,5 - 14,1
2747,HU,2006,f,5 - 14,3
2748,HU,2007,f,5 - 14,2
2749,HU,2008,f,5 - 14,0
2750,ID,2008,f,5 - 14,895
2751,IE,2005,f,5 - 14,0
2752,IE,2006,f,5 - 14,0
2753,IE,2007,f,5 - 14,0
2754,IE,2008,f,5 - 14,0
2755,IL,2005,f,5 - 14,0
2756,IL,2006,f,5 - 14,0
2757,IL,2007,f,5 - 14,1
2758,IL,2008,f,5 - 14,1
2759,IQ,2008,f,5 - 14,53
2760,IR,2008,f,5 - 14,40
2761,IS,2005,f,5 - 14,0
2762,IS,2006,f,5 - 14,0
2763,IS,2007,f,5 - 14,0
2764,IS,2008,f,5 - 14,0
2765,IT,2005,f,5 - 14,3
2766,IT,2006,f,5 - 14,6
2767,IT,2007,f,5 - 14,7
2768,IT,2008,f,5 - 14,7
2769,JM,2008,f,5 - 14,1
2770,JO,2008,f,5 - 14,0
2771,JP,2008,f,5 - 14,1
2772,KE,2008,f,5 - 14,546
2773,KG,2005,f,5 - 14,15
2774,KI,2008,f,5 - 14,4
2775,KM,2008,f,5 - 14,2
2776,KN,2008,f,5 - 14,0
2777,KP,2008,f,5 - 14,472
2778,KR,2008,f,5 - 14,31
2779,KW,2008,f,5 - 14,2
2780,KZ,2005,f,5 - 14,45
2781,KZ,2007,f,5 - 14,38
2782,KZ,2008,f,5 - 14,43
2783,LB,2008,f,5 - 14,2
2784,LC,2008,f,5 - 14,1
2785,LR,2008,f,5 - 14,55
2786,LS,2008,f,5 - 14,23
2787,LT,2005,f,5 - 14,1
2788,LT,2006,f,5 - 14,0
2789,LT,2007,f,5 - 14,0
2790,LT,2008,f,5 - 14,1
2791,LU,2005,f,5 - 14,0
2792,LU,2006,f,5 - 14,0
2793,LU,2007,f,5 - 14,0
2794,LU,2008,f,5 - 14,0
2795,LV,2005,f,5 - 14,0
2796,LV,2006,f,5 - 14,0
2797,LV,2008,f,5 - 14,0
2798,LY,2008,f,5 - 14,6
2799,MA,2008,f,5 - 14,120
2800,MD,2005,f,5 - 14,3
2801,MD,2007,f,5 - 14,2
2802,MD,2008,f,5 - 14,2
2803,ME,2005,f,5 - 14,0
2804,ME,2007,f,5 - 14,0
2805,ME,2008,f,5 - 14,0
2806,MG,2008,f,5 - 14,232
2807,MH,2008,f,5 - 14,2
2808,MK,2005,f,5 - 14,1
2809,MK,2006,f,5 - 14,3
2810,MK,2007,f,5 - 14,4
2811,MK,2008,f,5 - 14,2
2812,ML,2008,f,5 - 14,34
2813,MO,2008,f,5 - 14,2
2814,MP,2008,f,5 - 14,0
2815,MT,2005,f,5 - 14,0
2816,MT,2006,f,5 - 14,0
2817,MT,2007,f,5 - 14,0
2818,MT,2008,f,5 - 14,0
2819,MU,2008,f,5 - 14,0
2820,MX,2008,f,5 - 14,96
2821,MY,2008,f,5 - 14,174
2822,NC,2008,f,5 - 14,0
2823,NL,2005,f,5 - 14,3
2824,NL,2006,f,5 - 14,3
2825,NL,2007,f,5 - 14,1
2826,NL,2008,f,5 - 14,2
2827,NO,2005,f,5 - 14,0
2828,NO,2006,f,5 - 14,1
2829,NO,2008,f,5 - 14,0
2830,NR,2008,f,5 - 14,0
2831,NZ,2008,f,5 - 14,0
2832,OM,2008,f,5 - 14,1
2833,PE,2008,f,5 - 14,47
2834,PF,2008,f,5 - 14,0
2835,PL,2005,f,5 - 14,3
2836,PL,2006,f,5 - 14,1
2837,PL,2007,f,5 - 14,4
2838,PL,2008,f,5 - 14,3
2839,PR,2008,f,5 - 14,0
2840,PS,2008,f,5 - 14,0
2841,PT,2005,f,5 - 14,4
2842,PT,2006,f,5 - 14,3
2843,PT,2007,f,5 - 14,2
2844,PT,2008,f,5 - 14,3
2845,PY,2008,f,5 - 14,9
2846,QA,2008,f,5 - 14,0
2847,RO,2005,f,5 - 14,47
2848,RO,2006,f,5 - 14,25
2849,RO,2008,f,5 - 14,32
2850,RS,2005,f,5 - 14,6
2851,RS,2006,f,5 - 14,7
2852,RS,2007,f,5 - 14,2
2853,RS,2008,f,5 - 14,3
2854,RU,2008,f,5 - 14,33
2855,SB,2008,f,5 - 14,4
2856,SC,2008,f,5 - 14,0
2857,SD,2008,f,5 - 14,280
2858,SE,2005,f,5 - 14,1
2859,SE,2006,f,5 - 14,1
2860,SE,2007,f,5 - 14,1
2861,SE,2008,f,5 - 14,0
2862,SG,2008,f,5 - 14,0
2863,SI,2005,f,5 - 14,0
2864,SI,2006,f,5 - 14,0
2865,SI,2007,f,5 - 14,0
2866,SI,2008,f,5 - 14,0
2867,SK,2005,f,5 - 14,0
2868,SK,2006,f,5 - 14,0
2869,SK,2007,f,5 - 14,1
2870,SK,2008,f,5 - 14,0
2871,SN,2008,f,5 - 14,78
2872,SV,2008,f,5 - 14,8
2873,SZ,2008,f,5 - 14,37
2874,TJ,2005,f,5 - 14,26
2875,TJ,2008,f,5 - 14,25
2876,TM,2005,f,5 - 14,2
2877,TM,2007,f,5 - 14,6
2878,TO,2008,f,5 - 14,0
2879,TR,2005,f,5 - 14,48
2880,TR,2006,f,5 - 14,52
2881,TR,2007,f,5 - 14,61
2882,TR,2008,f,5 - 14,52
2883,TT,2008,f,5 - 14,0
2884,TV,2008,f,5 - 14,0
2885,UA,2007,f,5 - 14,20
2886,UG,2008,f,5 - 14,382
2887,US,2008,f,5 - 14,18
2888,UY,2008,f,5 - 14,4
2889,UZ,2007,f,5 - 14,24
2890,VE,2008,f,5 - 14,25
2891,ZA,2008,f,5 - 14,2062
2892,AD,2005,f,,0
2893,AD,2006,f,,0
2894,AD,2008,f,,0
2895,AE,2008,f,,0
2896,AL,2005,f,,0
2897,AL,2006,f,,2
2898,AL,2007,f,,2
2899,AM,2005,f,,3
2900,AM,2006,f,,3
2901,AM,2007,f,,2
2902,AM,2008,f,,4
2903,AR,2008,f,,66
2904,AT,2005,f,,0
2905,AT,2006,f,,2
2906,AZ,2005,f,,90
2907,AZ,2006,f,,2
2908,BA,2005,f,,2
2909,BA,2006,f,,0
2910,BA,2007,f,,0
2911,BA,2008,f,,3
2912,BB,2008,f,,0
2913,BE,2005,f,,2
2914,BE,2006,f,,6
2915,BE,2008,f,,3
2916,BG,2005,f,,9
2917,BG,2008,f,,1
2918,BH,2008,f,,0
2919,BN,2008,f,,1
2920,BR,2008,f,,356
2921,BS,2008,f,,0
2922,BW,2008,f,,42
2923,BZ,2008,f,,0
2924,CA,2008,f,,3
2925,CH,2005,f,,0
2926,CH,2006,f,,1
2927,CH,2007,f,,1
2928,CH,2008,f,,1
2929,CM,2008,f,,173
2930,CY,2005,f,,0
2931,CY,2006,f,,0
2932,CY,2007,f,,0
2933,CY,2008,f,,0
2934,CZ,2005,f,,0
2935,CZ,2006,f,,0
2936,CZ,2007,f,,0
2937,CZ,2008,f,,0
2938,DE,2005,f,,4
2939,DE,2006,f,,7
2940,DE,2007,f,,4
2941,DE,2008,f,,6
2942,DK,2005,f,,2
2943,DK,2006,f,,1
2944,DK,2007,f,,1
2945,DK,2008,f,,2
2946,DM,2008,f,,0
2947,DO,2008,f,,34
2948,EE,2005,f,,0
2949,EE,2006,f,,0
2950,EE,2007,f,,0
2951,EE,2008,f,,0
2952,EG,2008,f,,7
2953,ES,2005,f,,10
2954,ES,2006,f,,17
2955,ES,2007,f,,12
2956,ES,2008,f,,13
2957,FI,2005,f,,0
2958,FI,2006,f,,0
2959,FI,2007,f,,0
2960,FI,2008,f,,0
2961,FM,2008,f,,1
2962,FR,2005,f,,16
2963,FR,2006,f,,15
2964,FR,2007,f,,20
2965,FR,2008,f,,8
2966,GB,2005,f,,14
2967,GB,2006,f,,22
2968,GB,2007,f,,20
2969,GB,2008,f,,16
2970,GE,2006,f,,5
2971,GE,2007,f,,6
2972,GE,2008,f,,108
2973,GM,2008,f,,9
2974,GR,2005,f,,0
2975,GR,2006,f,,0
2976,GR,2007,f,,0
2977,GR,2008,f,,0
2978,GT,2008,f,,22
2979,GU,2008,f,,0
2980,GY,2008,f,,4
2981,HK,2008,f,,8
2982,HN,2008,f,,26
2983,HR,2005,f,,1
2984,HR,2006,f,,2
2985,HR,2008,f,,1
2986,HT,2008,f,,154
2987,HU,2005,f,,1
2988,HU,2006,f,,3
2989,HU,2007,f,,3
2990,HU,2008,f,,0
2991,ID,2008,f,,1015
2992,IE,2005,f,,0
2993,IE,2006,f,,0
2994,IE,2007,f,,0
2995,IE,2008,f,,0
2996,IL,2005,f,,1
2997,IL,2006,f,,0
2998,IL,2007,f,,1
2999,IL,2008,f,,2
3000,IQ,2008,f,,54
3001,IR,2008,f,,42
3002,IS,2005,f,,0
3003,IS,2006,f,,0
3004,IS,2007,f,,0
3005,IS,2008,f,,0
3006,IT,2005,f,,3
3007,IT,2006,f,,9
3008,IT,2007,f,,7
3009,IT,2008,f,,10
3010,JM,2008,f,,1
3011,JO,2008,f,,0
3012,JP,2008,f,,1
3013,KE,2008,f,,586
3014,KG,2005,f,,15
3015,KI,2008,f,,4
3016,KM,2008,f,,2
3017,KN,2008,f,,0
3018,KP,2008,f,,479
3019,KR,2008,f,,32
3020,KW,2008,f,,2
3021,KZ,2005,f,,46
3022,KZ,2007,f,,38
3023,KZ,2008,f,,44
3024,LB,2008,f,,2
3025,LC,2008,f,,1
3026,LR,2008,f,,56
3027,LS,2008,f,,24
3028,LT,2005,f,,1
3029,LT,2006,f,,0
3030,LT,2007,f,,0
3031,LT,2008,f,,1
3032,LU,2005,f,,0
3033,LU,2006,f,,0
3034,LU,2007,f,,0
3035,LU,2008,f,,0
3036,LV,2005,f,,0
3037,LV,2006,f,,0
3038,LV,2008,f,,0
3039,LY,2008,f,,6
3040,MA,2008,f,,124
3041,MD,2005,f,,3
3042,MD,2007,f,,2
3043,MD,2008,f,,4
3044,ME,2005,f,,0
3045,ME,2007,f,,0
3046,ME,2008,f,,0
3047,MG,2008,f,,251
3048,MH,2008,f,,2
3049,MK,2005,f,,2
3050,MK,2006,f,,3
3051,MK,2007,f,,4
3052,MK,2008,f,,2
3053,ML,2008,f,,37
3054,MO,2008,f,,2
3055,MP,2008,f,,0
3056,MT,2005,f,,0
3057,MT,2006,f,,0
3058,MT,2007,f,,0
3059,MT,2008,f,,0
3060,MU,2008,f,,0
3061,MX,2008,f,,126
3062,MY,2008,f,,240
3063,NC,2008,f,,0
3064,NL,2005,f,,3
3065,NL,2006,f,,3
3066,NL,2007,f,,1
3067,NL,2008,f,,2
3068,NO,2005,f,,0
3069,NO,2006,f,,1
3070,NO,2008,f,,0
3071,NR,2008,f,,0
3072,NZ,2008,f,,1
3073,OM,2008,f,,1
3074,PE,2008,f,,52
3075,PF,2008,f,,0
3076,PL,2005,f,,3
3077,PL,2006,f,,1
3078,PL,2007,f,,4
3079,PL,2008,f,,3
3080,PR,2008,f,,0
3081,PS,2008,f,,0
3082,PT,2005,f,,7
3083,PT,2006,f,,4
3084,PT,2007,f,,2
3085,PT,2008,f,,3
3086,PY,2008,f,,10
3087,QA,2008,f,,0
3088,RO,2005,f,,55
3089,RO,2006,f,,37
3090,RO,2008,f,,37
3091,RS,2005,f,,6
3092,RS,2006,f,,7
3093,RS,2007,f,,2
3094,RS,2008,f,,3
3095,RU,2008,f,,33
3096,SB,2008,f,,4
3097,SC,2008,f,,0
3098,SD,2008,f,,321
3099,SE,2005,f,,1
3100,SE,2006,f,,1
3101,SE,2007,f,,1
3102,SE,2008,f,,0
3103,SG,2008,f,,0
3104,SI,2005,f,,0
3105,SI,2006,f,,0
3106,SI,2007,f,,0
3107,SI,2008,f,,0
3108,SK,2005,f,,0
3109,SK,2006,f,,0
3110,SK,2007,f,,1
3111,SK,2008,f,,1
3112,SN,2008,f,,79
3113,SV,2008,f,,8
3114,SZ,2008,f,,39
3115,TJ,2005,f,,26
3116,TJ,2008,f,,25
3117,TM,2005,f,,3
3118,TM,2007,f,,6
3119,TO,2008,f,,0
3120,TR,2005,f,,50
3121,TR,2006,f,,56
3122,TR,2007,f,,63
3123,TR,2008,f,,57
3124,TT,2008,f,,1
3125,TV,2008,f,,0
3126,UA,2007,f,,7
3127,UG,2008,f,,382
3128,US,2008,f,,22
3129,UY,2008,f,,4
3130,UZ,2007,f,,25
3131,VE,2008,f,,25
3132,ZA,2008,f,,2360
3133,AD,2005,f,15 - 24,1
3134,AD,2006,f,15 - 24,0
3135,AD,2008,f,15 - 24,0
3136,AE,2008,f,15 - 24,10
3137,AL,2005,f,15 - 24,3
3138,AL,2006,f,15 - 24,12
3139,AL,2007,f,15 - 24,13
3140,AM,2005,f,15 - 24,27
3141,AM,2006,f,15 - 24,28
3142,AM,2007,f,15 - 24,31
3143,AM,2008,f,15 - 24,44
3144,AR,2008,f,15 - 24,536
3145,AT,2005,f,15 - 24,13
3146,AT,2006,f,15 - 24,12
3147,AZ,2005,f,15 - 24,64
3148,AZ,2006,f,15 - 24,51
3149,BA,2005,f,15 - 24,35
3150,BA,2006,f,15 - 24,41
3151,BA,2007,f,15 - 24,0
3152,BA,2008,f,15 - 24,26
3153,BB,2008,f,15 - 24,0
3154,BE,2005,f,15 - 24,27
3155,BE,2006,f,15 - 24,25
3156,BE,2008,f,15 - 24,17
3157,BG,2005,f,15 - 24,90
3158,BG,2008,f,15 - 24,57
3159,BH,2008,f,15 - 24,12
3160,BN,2008,f,15 - 24,6
3161,BR,2008,f,15 - 24,2709
3162,BS,2008,f,15 - 24,1
3163,BW,2008,f,15 - 24,347
3164,BZ,2008,f,15 - 24,5
3165,CA,2008,f,15 - 24,36
3166,CH,2005,f,15 - 24,6
3167,CH,2006,f,15 - 24,10
3168,CH,2007,f,15 - 24,9
3169,CH,2008,f,15 - 24,3
3170,CM,2008,f,15 - 24,1506
3171,CY,2005,f,15 - 24,1
3172,CY,2006,f,15 - 24,2
3173,CY,2007,f,15 - 24,1
3174,CY,2008,f,15 - 24,1
3175,CZ,2005,f,15 - 24,3
3176,CZ,2006,f,15 - 24,4
3177,CZ,2007,f,15 - 24,6
3178,CZ,2008,f,15 - 24,4
3179,DE,2005,f,15 - 24,51
3180,DE,2006,f,15 - 24,66
3181,DE,2007,f,15 - 24,120
3182,DE,2008,f,15 - 24,35
3183,DK,2005,f,15 - 24,11
3184,DK,2006,f,15 - 24,6
3185,DK,2007,f,15 - 24,8
3186,DK,2008,f,15 - 24,5
3187,DM,2008,f,15 - 24,0
3188,DO,2008,f,15 - 24,288
3189,EE,2005,f,15 - 24,6
3190,EE,2006,f,15 - 24,3
3191,EE,2007,f,15 - 24,2
3192,EE,2008,f,15 - 24,2
3193,EG,2008,f,15 - 24,382
3194,ES,2005,f,15 - 24,142
3195,ES,2006,f,15 - 24,122
3196,ES,2007,f,15 - 24,164
3197,ES,2008,f,15 - 24,168
3198,FI,2005,f,15 - 24,3
3199,FI,2006,f,15 - 24,2
3200,FI,2007,f,15 - 24,6
3201,FI,2008,f,15 - 24,4
3202,FM,2008,f,15 - 24,10
3203,FR,2005,f,15 - 24,104
3204,FR,2006,f,15 - 24,112
3205,FR,2007,f,15 - 24,127
3206,FR,2008,f,15 - 24,57
3207,GB,2005,f,15 - 24,115
3208,GB,2006,f,15 - 24,168
3209,GB,2007,f,15 - 24,145
3210,GB,2008,f,15 - 24,134
3211,GE,2006,f,15 - 24,115
3212,GE,2007,f,15 - 24,153
3213,GE,2008,f,15 - 24,396
3214,GM,2008,f,15 - 24,94
3215,GR,2005,f,15 - 24,13
3216,GR,2006,f,15 - 24,13
3217,GR,2007,f,15 - 24,13
3218,GR,2008,f,15 - 24,5
3219,GT,2008,f,15 - 24,199
3220,GU,2008,f,15 - 24,1
3221,GY,2008,f,15 - 24,20
3222,HK,2008,f,15 - 24,65
3223,HN,2008,f,15 - 24,152
3224,HR,2005,f,15 - 24,12
3225,HR,2006,f,15 - 24,16
3226,HR,2008,f,15 - 24,11
3227,HT,2008,f,15 - 24,1272
3228,HU,2005,f,15 - 24,5
3229,HU,2006,f,15 - 24,17
3230,HU,2007,f,15 - 24,12
